state,abbrev,p0_upper_avg,p0_lower_avg,p0_upper_open,p0_upper_nonopen,p0_lower_open,p0_lower_nonopen,share_open,share_nonopen,rationing
Arizona,AZ,1.6539071497213529,1.3269535748606764,0.6999999999999997,2.625812547550656,0.8499999999999999,1.812906273775328,0.5046728971962617,0.4953271028037383,0.4953271028037383
Arkansas,AR,0.8674619606565784,0.9337309803282894,0.6999999999999996,2.625812547550656,0.8499999999999999,1.812906273775328,0.9130434782608696,0.08695652173913043,0.08695652173913043
California,CA,1.4002954718366016,1.2001477359183008,0.6999999999999993,2.625812547550656,0.8499999999999996,1.812906273775328,0.6363636363636365,0.3636363636363636,0.3636363636363636
Colorado,CO,0.9751160782215221,0.9875580391107611,0.6999999999999997,2.625812547550656,0.8499999999999999,1.812906273775328,0.8571428571428572,0.14285714285714285,0.14285714285714285
Connecticut,CT,2.4726229130863993,1.7363114565431996,0.6999999999999994,2.625812547550656,0.8499999999999996,1.812906273775328,0.07954545454545459,0.9204545454545454,0.9204545454545454
Delaware,DE,1.9702167866823475,1.4851083933411737,0.6999999999999995,2.625812547550656,0.8499999999999998,1.812906273775328,0.34042553191489366,0.6595744680851063,0.6595744680851063
Florida,FL,1.598712522190306,1.299356261095153,0.6999999999999996,2.625812547550656,0.8499999999999999,1.812906273775328,0.5333333333333332,0.46666666666666673,0.46666666666666673
Georgia,GA,1.1012109474063867,1.0506054737031933,0.7,2.625812547550656,0.85,1.812906273775328,0.7916666666666666,0.20833333333333337,0.20833333333333337
Hawaii,HI,0.7,0.85,0.7,,0.85,,1.0,0.0,0.0
Idaho,ID,0.7000000000000001,0.8500000000000001,0.7000000000000001,,0.8500000000000001,,1.0,0.0,0.0
Illinois,IL,1.6507175867655137,1.3253587933827569,0.6999999999999997,2.625812547550656,0.8499999999999999,1.812906273775328,0.5063291139240507,0.4936708860759494,0.4936708860759494
Indiana,IN,0.7647331948756521,0.882366597437826,0.6999999999999997,2.625812547550656,0.8499999999999999,1.812906273775328,0.9663865546218487,0.03361344537815126,0.03361344537815126
Iowa,IA,0.8572091875551557,0.928604593777578,0.7000000000000001,2.625812547550656,0.8500000000000001,1.812906273775328,0.9183673469387755,0.0816326530612245,0.0816326530612245
Kansas,KS,1.2861168622980257,1.1430584311490128,0.7,2.625812547550656,0.85,1.812906273775328,0.6956521739130435,0.30434782608695654,0.30434782608695654
Kentucky,KY,1.5503587872301599,1.27517939361508,0.7,2.625812547550656,0.85,1.812906273775328,0.5584415584415584,0.4415584415584416,0.4415584415584416
Louisiana,LA,1.0501477359183011,1.0250738679591507,0.7,2.625812547550656,0.85,1.812906273775328,0.8181818181818181,0.18181818181818182,0.18181818181818182
Maine,ME,2.015189056863863,1.5075945284319312,0.6999999999999996,2.625812547550656,0.8499999999999999,1.812906273775328,0.31707317073170727,0.6829268292682927,0.6829268292682927
Maryland,MD,1.8233906527378827,1.4116953263689414,0.6999999999999997,2.625812547550656,0.8499999999999999,1.812906273775328,0.41666666666666663,0.5833333333333334,0.5833333333333334
Massachusetts,MA,2.465328168588101,1.7326640842940506,0.7000000000000001,2.625812547550656,0.8500000000000001,1.812906273775328,0.08333333333333348,0.9166666666666665,0.9166666666666665
Michigan,MI,1.082910097173814,1.041455048586907,0.6999999999999993,2.625812547550656,0.8499999999999996,1.812906273775328,0.8011695906432749,0.1988304093567251,0.1988304093567251
Minnesota,MN,0.9139791719500729,0.9569895859750366,0.7000000000000002,2.625812547550656,0.8500000000000001,1.812906273775328,0.8888888888888888,0.1111111111111111,0.1111111111111111
Mississippi,MS,1.0301392938658265,1.0150696469329132,0.6999999999999997,2.625812547550656,0.8499999999999999,1.812906273775328,0.8285714285714285,0.17142857142857143,0.17142857142857143
Missouri,MO,0.7437684669897876,0.8718842334948939,0.7,2.625812547550656,0.85,1.812906273775328,0.9772727272727273,0.022727272727272728,0.022727272727272728
Montana,MT,0.7,0.85,0.7,,0.85,,1.0,0.0,0.0
Nebraska,NE,0.8155487528530392,0.9077743764265195,0.6999999999999998,2.625812547550656,0.8499999999999999,1.812906273775328,0.94,0.06,0.06
Nevada,NV,0.7962906273775326,0.8981453136887663,0.6999999999999998,2.625812547550656,0.8499999999999999,1.812906273775328,0.95,0.05,0.05
New Hampshire,NH,2.2071576459092093,1.6035788229546049,0.6999999999999997,2.625812547550656,0.8499999999999999,1.812906273775328,0.21739130434782594,0.7826086956521741,0.7826086956521741
New Jersey,NJ,2.3176825399425516,1.6588412699712758,0.7000000000000002,2.6258125475506566,0.8500000000000001,1.8129062737753283,0.16000000000000003,0.84,0.84
New Mexico,NM,0.9888718821325979,0.9944359410662991,0.6999999999999995,2.625812547550656,0.8499999999999998,1.812906273775328,0.85,0.15,0.15
New York,NY,2.0157725480159763,1.5078862740079881,0.6999999999999997,2.625812547550656,0.8499999999999999,1.812906273775328,0.31677018633540366,0.6832298136645963,0.6832298136645963
North Carolina,NC,2.0652473928645496,1.5326236964322748,0.7,2.625812547550656,0.85,1.812906273775328,0.29107981220657275,0.7089201877934272,0.7089201877934272
North Dakota,ND,0.7318316123562092,0.8659158061781047,0.7,2.625812547550656,0.85,1.812906273775328,0.9834710743801653,0.01652892561983471,0.01652892561983471
Ohio,OH,1.1251793936150793,1.0625896968075397,0.6999999999999995,2.625812547550656,0.8499999999999998,1.812906273775328,0.7792207792207793,0.22077922077922074,0.22077922077922074
Oklahoma,OK,1.3140271890741224,1.157013594537061,0.7000000000000002,2.625812547550656,0.8500000000000001,1.812906273775328,0.681159420289855,0.31884057971014496,0.31884057971014496
Oregon,OR,1.4599619021724566,1.2299809510862283,0.7000000000000003,2.625812547550656,0.8500000000000001,1.812906273775328,0.6053811659192825,0.3946188340807175,0.3946188340807175
Pennsylvania,PA,1.7307165747454218,1.3653582873727108,0.7000000000000002,2.625812547550656,0.8500000000000001,1.812906273775328,0.46478873239436613,0.5352112676056339,0.5352112676056339
Rhode Island,RI,2.4176165964640988,1.7088082982320494,0.6999999999999995,2.625812547550656,0.8499999999999998,1.812906273775328,0.10810810810810811,0.8918918918918919,0.8918918918918919
South Carolina,SC,1.5906883032421786,1.295344151621089,0.6999999999999997,2.625812547550656,0.8499999999999999,1.812906273775328,0.5375,0.4625,0.4625
South Dakota,SD,0.8719475488884512,0.9359737744442256,0.6999999999999997,2.625812547550656,0.8499999999999999,1.812906273775328,0.9107142857142857,0.08928571428571427,0.08928571428571427
Tennessee,TN,1.4095098859397153,1.2047549429698576,0.6999999999999997,2.625812547550656,0.8499999999999999,1.812906273775328,0.631578947368421,0.3684210526315789,0.3684210526315789
Texas,TX,1.209052361295237,1.1045261806476185,0.7,2.625812547550656,0.85,1.812906273775328,0.7356687898089171,0.2643312101910828,0.2643312101910828
Utah,UT,0.7,0.85,0.7,,0.85,,1.0,0.0,0.0
Vermont,VT,2.3601832306471175,1.6800916153235586,0.6999999999999998,2.625812547550656,0.8499999999999999,1.812906273775328,0.13793103448275867,0.8620689655172413,0.8620689655172413
Virginia,VA,1.544999383108961,1.2724996915544806,0.6999999999999995,2.625812547550656,0.8499999999999998,1.812906273775328,0.5612244897959184,0.4387755102040816,0.4387755102040816
Washington,WA,1.525348234664567,1.2626741173322835,0.7000000000000001,2.625812547550656,0.8500000000000001,1.812906273775328,0.5714285714285714,0.42857142857142855,0.42857142857142855
West Virginia,WV,1.5705727954681046,1.2852863977340523,0.7,2.625812547550656,0.85,1.812906273775328,0.5479452054794521,0.45205479452054786,0.45205479452054786
Wisconsin,WI,1.2392275133141837,1.1196137566570918,0.7,2.625812547550656,0.85,1.812906273775328,0.72,0.28,0.28
Wyoming,WY,0.7000000000000001,0.8500000000000001,0.7000000000000001,,0.8500000000000001,,1.0,0.0,0.0
